airline,source,destination,route,duration,total_stops,price,year,month,day,day_name,holiday,season,dep_hour,dep_minute,dep_time,arrival_hour,arrival_minute,arrival_time
Jet Airways,Delhi,Cochin,DEL → BOM → COK,660,1,10262,2019,6,15,Saturday,1,Rainy,8,0,Morning,19,0,Evening
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,8040,2019,9,5,Thursday,0,Rainy,7,5,Early Morning,8,30,Morning
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1195,2,12819,2019,6,24,Monday,0,Rainy,23,5,Night,19,0,Evening
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,7295,2019,6,3,Monday,0,Rainy,14,40,Afternoon,17,5,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,7229,2019,5,27,Monday,0,Summer,15,15,Afternoon,18,10,Evening
Air Asia,Delhi,Cochin,DEL → BLR → COK,340,1,6853,2019,6,15,Saturday,1,Rainy,16,45,Evening,22,25,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,730,1,9663,2019,5,24,Friday,0,Summer,21,10,Night,9,20,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,705,1,7064,2019,1,4,Friday,0,Winter,6,30,Early Morning,18,15,Evening
Air India,Delhi,Cochin,DEL → BOM → COK,615,1,8372,2019,6,6,Thursday,0,Rainy,9,0,Morning,19,15,Evening
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,1965,2019,3,6,Wednesday,0,Summer,13,15,Afternoon,14,45,Afternoon
Vistara,Kolkata,Banglore,CCU → DEL → BLR,695,1,16932,2019,3,24,Sunday,1,Summer,7,10,Early Morning,18,45,Evening
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,3841,2019,6,18,Tuesday,0,Rainy,22,20,Night,0,40,Late Night
Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,15812,2019,12,6,Friday,0,Winter,11,40,Morning,19,0,Evening
Air India,Banglore,Delhi,BLR → COK → DEL,385,1,10924,2019,3,3,Sunday,1,Summer,6,55,Early Morning,13,20,Afternoon
Air India,Delhi,Cochin,DEL → COK,180,0,6934,2019,5,27,Monday,0,Summer,14,10,Afternoon,17,10,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,660,1,10262,2019,1,6,Sunday,1,Winter,8,0,Morning,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,740,1,9315,2019,5,15,Wednesday,0,Summer,6,40,Early Morning,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,795,1,8266,2019,5,21,Tuesday,0,Summer,6,0,Early Morning,19,15,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,660,1,14231,2019,3,24,Sunday,1,Summer,21,10,Night,8,10,Morning
GoAir,Banglore,Delhi,BLR → DEL,165,0,5048,2019,4,18,Thursday,0,Summer,20,55,Night,23,40,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1530,1,10262,2019,6,6,Thursday,0,Rainy,17,30,Evening,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,12537,2019,3,27,Wednesday,0,Summer,9,0,Morning,21,0,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,925,1,10262,2019,6,15,Saturday,1,Rainy,13,0,Afternoon,4,25,Early Morning
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,8040,2019,3,4,Monday,0,Summer,7,5,Early Morning,8,30,Morning
SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,435,1,9736,2019,6,5,Wednesday,0,Rainy,11,15,Morning,18,30,Evening
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4804,2019,6,5,Wednesday,0,Rainy,4,40,Early Morning,7,15,Early Morning
GoAir,Banglore,Delhi,BLR → DEL,175,0,5048,2019,5,21,Tuesday,0,Summer,7,45,Early Morning,10,40,Morning
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,8040,2019,1,4,Friday,0,Winter,10,20,Morning,11,50,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,645,1,7354,2019,12,6,Friday,0,Winter,8,30,Morning,19,15,Evening
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,465,1,7563,2019,6,3,Monday,0,Rainy,14,35,Afternoon,22,20,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,285,1,7725,2019,3,3,Sunday,1,Summer,10,45,Morning,15,30,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,735,1,7740,2019,1,6,Sunday,1,Winter,8,45,Morning,21,0,Night
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,6565,2019,1,3,Thursday,0,Winter,14,20,Afternoon,16,55,Evening
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,3841,2019,4,18,Thursday,0,Summer,22,20,Night,0,40,Late Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,630,1,11200,2019,3,6,Wednesday,0,Summer,8,30,Morning,19,0,Evening
Air India,Delhi,Cochin,DEL → BOM → COK,675,1,8372,2019,5,15,Wednesday,0,Summer,8,0,Morning,19,15,Evening
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1490,2,13591,2019,6,15,Saturday,1,Rainy,6,50,Early Morning,7,40,Early Morning
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,7298,2019,1,3,Thursday,0,Winter,8,20,Morning,10,35,Morning
IndiGo,Delhi,Cochin,DEL → MAA → COK,310,1,12214,2019,3,3,Sunday,1,Summer,7,20,Early Morning,12,30,Afternoon
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1745,1,14151,2019,5,15,Wednesday,0,Summer,17,0,Evening,22,5,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,570,1,14781,2019,1,5,Saturday,1,Winter,14,5,Afternoon,23,35,Night
Vistara,Banglore,Delhi,BLR → DEL,155,0,4878,2019,6,6,Thursday,0,Rainy,17,0,Evening,19,35,Evening
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,3597,2019,3,5,Tuesday,0,Summer,8,20,Morning,10,35,Morning
Air Asia,Kolkata,Banglore,CCU → DEL → BLR,955,1,6810,2019,6,6,Thursday,0,Rainy,7,35,Early Morning,23,30,Night
Vistara,Chennai,Kolkata,MAA → CCU,135,0,3687,2019,1,5,Saturday,1,Winter,7,5,Early Morning,9,20,Morning
Air India,Delhi,Cochin,DEL → MAA → COK,965,1,6482,2019,3,21,Thursday,0,Summer,17,20,Evening,9,25,Morning
IndiGo,Delhi,Cochin,DEL → BLR → COK,290,1,6147,2019,6,15,Saturday,1,Rainy,15,10,Afternoon,20,0,Night
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,3873,2019,4,24,Wednesday,0,Summer,22,20,Night,0,40,Late Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,845,1,10678,2019,6,6,Thursday,0,Rainy,4,55,Early Morning,19,0,Evening
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,750,1,10539,2019,12,6,Friday,0,Winter,9,35,Morning,22,5,Night
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,435,1,16946,2019,3,18,Monday,0,Summer,14,5,Afternoon,21,20,Night
IndiGo,Delhi,Cochin,DEL → COK,185,0,7673,2019,3,3,Sunday,1,Summer,14,30,Afternoon,17,35,Evening
Air India,Banglore,Delhi,BLR → DEL,170,0,4441,2019,3,24,Sunday,1,Summer,13,20,Afternoon,16,10,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,4544,2019,4,15,Monday,0,Summer,11,10,Morning,14,5,Afternoon
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4804,2019,4,24,Wednesday,0,Summer,15,30,Afternoon,18,5,Evening
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,3100,2019,3,4,Monday,0,Summer,6,20,Early Morning,7,40,Early Morning
IndiGo,Banglore,Delhi,BLR → DEL,180,0,4823,2019,6,4,Tuesday,0,Rainy,16,55,Evening,19,55,Evening
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,1965,2019,3,5,Tuesday,0,Summer,5,45,Early Morning,7,15,Early Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,885,1,10262,2019,6,24,Monday,0,Rainy,21,50,Night,12,35,Afternoon
IndiGo,Delhi,Cochin,DEL → HYD → COK,515,1,6674,2019,6,6,Thursday,0,Rainy,7,35,Early Morning,16,10,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,300,1,10262,2019,6,6,Thursday,0,Rainy,14,0,Afternoon,19,0,Evening
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,290,1,5069,2019,1,5,Saturday,1,Winter,8,10,Morning,13,0,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,440,1,11789,2019,6,6,Thursday,0,Rainy,11,40,Morning,19,0,Evening
Air India,Delhi,Cochin,DEL → COK,180,0,6094,2019,6,6,Thursday,0,Rainy,14,10,Afternoon,17,10,Evening
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,4885,2019,4,21,Sunday,1,Summer,9,30,Morning,12,20,Afternoon
Air Asia,Banglore,Delhi,BLR → DEL,165,0,3383,2019,6,21,Friday,0,Rainy,11,10,Morning,13,55,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,515,1,6673,2019,3,27,Wednesday,0,Summer,17,0,Evening,1,35,Late Night
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4544,2019,4,27,Saturday,1,Summer,7,10,Early Morning,10,10,Morning
Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,485,2,8367,2019,3,21,Thursday,0,Summer,10,45,Morning,18,50,Evening
GoAir,Banglore,Delhi,BLR → DEL,170,0,3898,2019,3,6,Wednesday,0,Summer,11,40,Morning,14,30,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,510,1,10844,2019,9,6,Friday,0,Rainy,14,5,Afternoon,22,35,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,665,1,12327,2019,3,27,Wednesday,0,Summer,2,15,Late Night,13,20,Afternoon
SpiceJet,Delhi,Cochin,DEL → PNQ → COK,270,1,6356,2019,3,21,Thursday,0,Summer,8,45,Morning,13,15,Afternoon
Air India,Banglore,Delhi,BLR → DEL,170,0,5228,2019,5,15,Wednesday,0,Summer,21,5,Night,23,55,Night
IndiGo,Banglore,Delhi,BLR → DEL,170,0,3943,2019,6,21,Friday,0,Rainy,4,0,Early Morning,6,50,Early Morning
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,920,1,6513,2019,5,15,Wednesday,0,Summer,7,10,Early Morning,22,30,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1570,1,12898,2019,5,21,Tuesday,0,Summer,2,15,Late Night,4,25,Early Morning
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,4049,2019,6,21,Friday,0,Rainy,19,5,Evening,20,35,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1005,1,16079,2019,5,27,Monday,0,Summer,2,15,Late Night,19,0,Evening
IndiGo,Delhi,Cochin,DEL → COK,195,0,7673,2019,6,3,Monday,0,Rainy,5,35,Early Morning,8,50,Morning
Multiple carriers Premium economy,Delhi,Cochin,DEL → BOM → COK,620,1,10161,2019,3,21,Thursday,0,Summer,8,55,Morning,19,15,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,620,1,10262,2019,12,6,Friday,0,Winter,2,15,Late Night,12,35,Afternoon
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,3873,2019,3,5,Tuesday,0,Summer,6,55,Early Morning,9,30,Morning
Air India,Delhi,Cochin,DEL → JAI → BOM → COK,435,2,11858,2019,6,3,Monday,0,Rainy,12,0,Afternoon,19,15,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,535,1,9316,2019,5,27,Monday,0,Summer,10,20,Morning,19,15,Evening
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4823,2019,1,4,Friday,0,Winter,7,10,Early Morning,10,5,Morning
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,3873,2019,12,4,Wednesday,0,Winter,6,55,Early Morning,9,30,Morning
IndiGo,Banglore,Delhi,BLR → DEL,165,0,4591,2019,12,4,Wednesday,0,Winter,1,30,Late Night,4,15,Early Morning
Vistara,Mumbai,Hyderabad,BOM → DEL → HYD,850,1,12395,2019,6,3,Monday,0,Rainy,8,45,Morning,22,55,Night
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,3603,2019,3,21,Thursday,0,Summer,2,30,Late Night,4,0,Early Morning
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4804,2019,1,5,Saturday,1,Winter,15,30,Afternoon,18,5,Evening
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4823,2019,5,21,Tuesday,0,Summer,18,25,Evening,21,20,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,440,1,13244,2019,3,21,Thursday,0,Summer,11,30,Morning,18,50,Evening
Air Asia,Kolkata,Banglore,CCU → DEL → BLR,710,1,6785,2019,3,24,Sunday,1,Summer,7,35,Early Morning,19,25,Evening
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,3100,2019,6,24,Monday,0,Rainy,6,20,Early Morning,7,40,Early Morning
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,13014,2019,6,27,Thursday,0,Rainy,9,40,Morning,19,0,Evening
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3597,2019,5,15,Wednesday,0,Summer,19,35,Evening,21,55,Night
Air India,Kolkata,Banglore,CCU → IXR → BBI → BLR,445,2,7662,2019,12,6,Friday,0,Winter,5,50,Early Morning,13,15,Afternoon
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4823,2019,6,6,Thursday,0,Rainy,8,30,Morning,11,20,Morning
Air India,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,2280,3,10703,2019,6,27,Thursday,0,Rainy,5,15,Early Morning,19,15,Evening
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,8040,2019,12,6,Friday,0,Winter,7,5,Early Morning,8,30,Morning
Vistara,Banglore,Delhi,BLR → DEL,160,0,4668,2019,6,24,Monday,0,Rainy,7,0,Early Morning,9,40,Morning
Air India,Delhi,Cochin,DEL → COK,185,0,6304,2019,12,5,Thursday,0,Winter,18,5,Evening,21,10,Night
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,3841,2019,1,5,Saturday,1,Winter,17,10,Evening,19,40,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,480,1,13587,2019,5,27,Monday,0,Summer,13,0,Afternoon,21,0,Night
Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,875,2,12093,2019,5,18,Saturday,1,Summer,5,50,Early Morning,20,25,Night
SpiceJet,Delhi,Cochin,DEL → MAA → COK,315,1,5899,2019,4,27,Saturday,1,Summer,6,5,Early Morning,11,20,Morning
Air India,Mumbai,Hyderabad,BOM → HYD,90,0,3100,2019,12,5,Thursday,0,Winter,13,55,Afternoon,15,25,Afternoon
Air India,Banglore,Delhi,BLR → DEL,165,0,5438,2019,12,5,Thursday,0,Winter,17,0,Evening,19,45,Evening
IndiGo,Banglore,Delhi,BLR → DEL,175,0,5780,2019,4,18,Thursday,0,Summer,18,55,Evening,21,50,Night
IndiGo,Banglore,Delhi,BLR → DEL,175,0,11934,2019,1,3,Thursday,0,Winter,7,10,Early Morning,10,5,Morning
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,505,2,16263,2019,6,27,Thursday,0,Rainy,20,0,Night,4,25,Early Morning
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,3573,2019,5,24,Friday,0,Summer,9,30,Morning,12,20,Afternoon
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,1305,2,12497,2019,3,3,Sunday,1,Summer,21,30,Night,19,15,Evening
Air India,Delhi,Cochin,DEL → COK,185,0,5411,2019,6,21,Friday,0,Rainy,18,5,Evening,21,10,Night
IndiGo,Delhi,Cochin,DEL → HYD → COK,665,1,6600,2019,9,6,Friday,0,Rainy,5,5,Early Morning,16,10,Evening
IndiGo,Kolkata,Banglore,CCU → PAT → BLR,295,1,11160,2019,6,6,Thursday,0,Rainy,9,20,Morning,14,15,Afternoon
SpiceJet,Kolkata,Banglore,CCU → MAA → BLR,315,1,4649,2019,5,24,Friday,0,Summer,15,5,Afternoon,20,20,Night
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,15129,2019,5,21,Tuesday,0,Summer,5,30,Early Morning,4,25,Early Morning
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,450,1,7832,2019,3,21,Thursday,0,Summer,5,45,Early Morning,13,15,Afternoon
Air India,Mumbai,Hyderabad,BOM → HYD,85,0,3100,2019,6,18,Tuesday,0,Rainy,15,0,Afternoon,16,25,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,620,1,14714,2019,1,6,Sunday,1,Winter,2,15,Late Night,12,35,Afternoon
Jet Airways,Delhi,Cochin,DEL → LKO → BOM → COK,1000,2,13882,2019,6,15,Saturday,1,Rainy,11,45,Morning,4,25,Early Morning
Jet Airways,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,16274,2019,9,5,Thursday,0,Rainy,5,30,Early Morning,12,35,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,440,1,15135,2019,6,3,Monday,0,Rainy,11,30,Morning,18,50,Evening
IndiGo,Banglore,Delhi,BLR → DEL,175,0,6144,2019,3,24,Sunday,1,Summer,21,20,Night,0,15,Late Night
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1475,2,9483,2019,3,27,Wednesday,0,Summer,19,10,Evening,19,45,Evening
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1490,2,14431,2019,5,15,Wednesday,0,Summer,6,50,Early Morning,7,40,Early Morning
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,455,1,6093,2019,6,24,Monday,0,Rainy,14,55,Afternoon,22,30,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,660,1,7888,2019,5,21,Tuesday,0,Summer,10,0,Morning,21,0,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,975,1,7503,2019,5,15,Wednesday,0,Summer,9,15,Morning,1,30,Late Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,590,1,17024,2019,3,3,Sunday,1,Summer,9,0,Morning,18,50,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,505,1,10678,2019,6,24,Monday,0,Rainy,10,35,Morning,19,0,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1655,1,13759,2019,3,24,Sunday,1,Summer,8,25,Morning,12,0,Afternoon
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,4885,2019,6,15,Saturday,1,Rainy,9,30,Morning,12,20,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,795,1,10786,2019,5,27,Monday,0,Summer,6,0,Early Morning,19,15,Evening
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4804,2019,9,6,Friday,0,Rainy,20,20,Night,22,55,Night
Air India,Delhi,Cochin,DEL → BOM → COK,1335,1,6587,2019,3,21,Thursday,0,Summer,21,0,Night,19,15,Evening
Jet Airways,Delhi,Cochin,DEL → MAA → BOM → COK,820,2,8728,2019,3,27,Wednesday,0,Summer,5,10,Early Morning,18,50,Evening
Air Asia,Delhi,Cochin,DEL → BLR → COK,625,1,7452,2019,5,18,Saturday,1,Summer,20,45,Night,7,10,Early Morning
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4823,2019,6,6,Thursday,0,Rainy,20,0,Night,22,50,Night
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,925,1,8310,2019,9,5,Thursday,0,Rainy,7,5,Early Morning,22,30,Night
Vistara,Banglore,Delhi,BLR → DEL,170,0,5403,2019,1,4,Friday,0,Winter,11,30,Morning,14,20,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,505,1,10877,2019,3,6,Wednesday,0,Summer,10,35,Morning,19,0,Evening
IndiGo,Delhi,Cochin,DEL → HYD → COK,570,1,6558,2019,3,21,Thursday,0,Summer,6,40,Early Morning,16,10,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,14067,2019,5,21,Tuesday,0,Summer,9,0,Morning,21,0,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,585,1,9627,2019,5,21,Tuesday,0,Summer,9,15,Morning,19,0,Evening
IndiGo,Delhi,Cochin,DEL → COK,195,0,5000,2019,9,5,Thursday,0,Rainy,5,35,Early Morning,8,50,Morning
Multiple carriers Premium economy,Delhi,Cochin,DEL → BOM → COK,900,1,9845,2019,3,21,Thursday,0,Summer,6,0,Early Morning,21,0,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1285,1,10844,2019,5,18,Saturday,1,Summer,18,55,Evening,16,20,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,515,1,7048,2019,3,27,Wednesday,0,Summer,4,45,Early Morning,13,20,Afternoon
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,4049,2019,1,6,Sunday,1,Winter,9,15,Morning,10,45,Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,650,1,12242,2019,3,27,Wednesday,0,Summer,8,0,Morning,18,50,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1425,1,10262,2019,6,24,Monday,0,Rainy,19,15,Evening,19,0,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,685,1,14571,2019,9,6,Friday,0,Rainy,8,25,Morning,19,50,Evening
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,4174,2019,5,24,Friday,0,Summer,17,10,Evening,19,40,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,395,1,11264,2019,5,27,Monday,0,Summer,6,0,Early Morning,12,35,Afternoon
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,4174,2019,4,18,Thursday,0,Summer,21,25,Night,0,5,Late Night
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,3540,2019,12,6,Friday,0,Winter,5,15,Early Morning,7,40,Early Morning
Vistara,Kolkata,Banglore,CCU → DEL → BLR,790,1,9345,2019,5,18,Saturday,1,Summer,7,10,Early Morning,20,20,Night
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,1595,2,9653,2019,6,6,Thursday,0,Rainy,16,40,Evening,19,15,Evening
IndiGo,Mumbai,Hyderabad,BOM → HYD,85,0,3342,2019,3,18,Monday,0,Summer,6,20,Early Morning,7,45,Early Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,930,1,8073,2019,5,18,Saturday,1,Summer,10,0,Morning,1,30,Late Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,855,1,7064,2019,1,4,Friday,0,Winter,6,30,Early Morning,20,45,Night
Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,1320,2,13376,2019,6,27,Thursday,0,Rainy,14,35,Afternoon,12,35,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,625,1,15135,2019,6,3,Monday,0,Rainy,8,25,Morning,18,50,Evening
Air India,Kolkata,Banglore,CCU → DEL → BLR,625,1,10413,2019,5,24,Friday,0,Summer,10,0,Morning,20,25,Night
IndiGo,Delhi,Cochin,DEL → HYD → COK,515,1,6674,2019,9,3,Tuesday,0,Rainy,7,35,Early Morning,16,10,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,740,1,11200,2019,1,6,Sunday,1,Winter,6,40,Early Morning,19,0,Evening
Vistara,Delhi,Cochin,DEL → COK,190,0,6216,2019,4,15,Monday,0,Summer,14,40,Afternoon,17,50,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1430,1,10844,2019,5,18,Saturday,1,Summer,20,0,Night,19,50,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1515,1,11134,2019,3,24,Sunday,1,Summer,16,55,Evening,18,10,Evening
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5277,2019,6,18,Tuesday,0,Rainy,22,5,Night,0,25,Late Night
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,1705,2,14300,2019,6,27,Thursday,0,Rainy,8,10,Morning,12,35,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,730,1,10844,2019,5,21,Tuesday,0,Summer,21,10,Night,9,20,Morning
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,5469,2019,3,15,Friday,0,Summer,5,45,Early Morning,8,35,Morning
SpiceJet,Delhi,Cochin,DEL → BLR → COK,375,1,7185,2019,6,3,Monday,0,Rainy,16,35,Evening,22,50,Night
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,3807,2019,6,18,Tuesday,0,Rainy,19,55,Evening,22,25,Night
Vistara,Kolkata,Banglore,CCU → DEL → BLR,790,1,8610,2019,6,5,Wednesday,0,Rainy,7,10,Early Morning,20,20,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,705,1,17234,2019,6,3,Monday,0,Rainy,7,5,Early Morning,18,50,Evening
Multiple carriers,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,565,3,15629,2019,12,6,Friday,0,Winter,11,35,Morning,21,0,Night
Multiple carriers,Delhi,Cochin,DEL → HYD → MAA → COK,855,2,6128,2019,3,27,Wednesday,0,Summer,7,5,Early Morning,21,20,Night
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,15129,2019,9,5,Thursday,0,Rainy,5,30,Early Morning,19,0,Evening
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,490,1,22270,2019,1,3,Thursday,0,Winter,8,0,Morning,16,10,Evening
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,4392,2019,9,5,Thursday,0,Rainy,19,5,Evening,20,35,Night
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,4491,2019,6,5,Wednesday,0,Rainy,17,10,Evening,19,40,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,730,1,9663,2019,5,18,Saturday,1,Summer,21,10,Night,9,20,Morning
IndiGo,Delhi,Cochin,DEL → BOM → COK,415,1,5883,2019,6,27,Thursday,0,Rainy,18,35,Evening,1,30,Late Night
Air India,Delhi,Cochin,DEL → BOM → COK,760,1,14777,2019,3,3,Sunday,1,Summer,19,0,Evening,7,40,Early Morning
Air Asia,Kolkata,Banglore,CCU → BBI → BLR,220,1,5162,2019,5,21,Tuesday,0,Summer,6,50,Early Morning,10,30,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,590,1,10844,2019,9,6,Friday,0,Rainy,6,30,Early Morning,16,20,Evening
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,3873,2019,9,4,Wednesday,0,Rainy,6,55,Early Morning,9,30,Morning
IndiGo,Kolkata,Banglore,CCU → BLR,165,0,4804,2019,12,6,Friday,0,Winter,9,35,Morning,12,20,Afternoon
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,5678,2019,12,5,Thursday,0,Winter,2,55,Late Night,4,20,Early Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,705,1,12681,2019,1,4,Friday,0,Winter,6,30,Early Morning,18,15,Evening
Jet Airways,Banglore,Delhi,BLR → BDQ → DEL,390,1,9623,2019,3,15,Friday,0,Summer,5,50,Early Morning,12,20,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,725,1,15147,2019,3,3,Sunday,1,Summer,8,55,Morning,21,0,Night
Vistara,Kolkata,Banglore,CCU → DEL → BLR,975,1,9345,2019,5,24,Friday,0,Summer,7,10,Early Morning,23,25,Night
